,publisher_link,publisher,journal_link,journal,count,date,ISSN
2836,http://www.blackwellpublishing.com/journal.asp?ref=0039-0402,Netherlands Society for Statistics and Operations Research,/s/bla/stanee.html,StatisticaNeerlandica,1743 (1743),1946-2019,0039-0402
2837,https://www.degruyter.com,De Gruyter,/s/bpj/sagmbi.html,StatisticalApplications in Genetics and Molecular Biology,612 (612),2002-2019 (FULL),
2838,http://www.springer.com,Springer,/s/spr/sistpr.html,StatisticalInference for Stochastic Processes,324 (324),1998-2019 (FULL),1387-0874
2839,http://edirc.repec.org/data/ioassea.html,IOS Press for IOAS,/s/ris/iossji.html,StatisticalJournal of the IAOS,1 (0),2014-2014,
2840,http://www.springer.com,SpringerSocietà Italiana di Statistica,/s/spr/stmapp.html,StatisticalMethods & Applications,637 (637),1994-2019,1618-2510
2841,http://www.springer.com,Springer,/s/spr/stpapr.html,StatisticalPapers,1180 (1180),1997-2019,0932-5026
2842,http://www.elsevier.com/wps/find/journaldescription.cws_home/622892/description#description,Elsevier,/s/eee/stapro.html,Statistics& Probability Letters,8166 (8166),1982-2019 (FULL),0167-7152
2843,https://www.degruyter.com,De Gruyter,/s/bpj/strimo.html,Statistics& Risk Modeling,729 (729),1982-2018 (FULL),
2844,http://edirc.repec.org/data/gusgvpl.html,Główny Urząd Statystyczny (Polska),/s/csb/stintr.html,Statisticsin Transition new series,262 (262),2010-2016,
2845,https://www.exeley.com/journal/statistics_in_transition,Polish Statistical Association,/s/exl/29stat.html,Statisticsin Transition New Series,181 (181),2015-2019,
2846,https://www.degruyter.com,De Gruyter,/s/bpj/statpp.html,"Statistics,Politics and Policy",66 (66),2010-2019 (FULL),
2847,https://www.rivisteweb.it/,Società editrice il Mulino,/s/mul/jl9ury.html,Statoe mercato,424 (424),1997-2019,0392-9701
2848,http://www.elsevier.com/wps/find/journaldescription.cws_home/505572/description#description,Elsevier,/s/eee/spapps.html,StochasticProcesses and their Applications,4069 (4069),1973-2019 (FULL),0304-4149
2849,http://www.nowpublishers.com/,now publishers,/s/now/jnlsbe.html,StrategicBehavior and the Environment,83 (83),2010-2018 (FULL),
2850,http://onlinelibrary.wiley.com/journal/10.1111/0143-2095,Wiley Blackwell,/s/bla/stratm.html,StrategicManagement Journal,2237 (2237),1980-2019,0143-2095
2851,http://edirc.repec.org/data/inforea.html,INFORMS,/s/inm/orstsc.html,StrategyScience,16 (16),2016-2016 (FULL),2333-2050
2852,http://www.elsevier.com/locate/inca/525148,Elsevier,/s/eee/streco.html,StructuralChange and Economic Dynamics,843 (843),1990-2019 (FULL),0954-349X
2853,http://www.francoangeli.it/riviste/sommario.asp?IDRivista=59,FrancoAngeli Editore,/s/fan/steste.html,STUDIECONOMICI,348 (348),2000-2016,0039-2928
2854,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/stcomb.html,StudiaCommercialia Bratislavensia,94 (94),2010-2018,
2855,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/sthioe.html,StudiaHistoriae Oeconomicae,54 (54),2013-2018,
2856,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/subboe.html,StudiaUniversitatis Babeș-Bolyai Oeconomica,40 (40),2016-2019,
2857,http://edirc.repec.org/data/feuttro.html,"Petru Maior University, Faculty of Economics Law and Administrative Sciences",/s/pmu/oecono.html,STUDIAUNIVERSITATIS PETRU MAIOR SERIES OECONOMICA,72 (72),2008-2017 (FULL),
2858,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/suvges.html,StudiaUniversitatis „Vasile Goldis” Arad – Economics Series,96 (96),2015-2019,
2859,http://edirc.repec.org/data/swecoch.html,Swiss Economics,/s/chc/studse.html,Studiesand Reports,15 (12),2009-2016,2235-1868
2860,http://edirc.repec.org/data/fseubro.html,"""Vasile Alecsandri"" University of Bacau, Faculty of Economic Sciences",/s/bac/fsecub.html,Studiesand Scientific Researches. Economics Edition,314 (314),2008-2016,
2861,http://edirc.repec.org/data/akiiihu.html,Research Institute for Agricultural Economics,/s/ags/stagec.html,Studiesin Agricultural Economics,257 (257),2007-2019,
2862,http://edirc.repec.org/data/feulbro.html,"Lucian Blaga University of Sibiu, Faculty of Economic Sciences",/s/blg/journl.html,Studiesin Business and Economics,495 (495),2006-2019 (FULL),
2863,http://www.emeraldinsight.com,Emerald Group Publishing,/s/eme/sefpps.html,Studiesin Economics and Finance,249 (249),2007-2017,
2864,http://edirc.repec.org/data/cepflch.html,Redfame publishing,/s/rfa/smcjnl.html,Studiesin Media and Communication,158 (158),2013-2019 (FULL),
2865,,,/s/sae/miceco.html,Studiesin Microeconomics,73 (73),2013-2018 (FULL),
2866,,,/s/sae/indpol.html,Studiesin Indian Politics,131 (131),2013-2018 (FULL),
2867,https://www.degruyter.com,De Gruyter,/s/bpj/sndecm.html,Studiesin Nonlinear Dynamics & Econometrics,558 (558),1996-2019 (FULL),
2868,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное бюджетное учреждение науки Институт народнохозяйственного прогнозирования Российской академии наук,/s/scn/009162.html,Studieson Russian Economic Development Проблемы прогнозирования,1279 (1279),2000-2016,
2869,http://www.rassweb.org,Research Academy of Social Sciences,/s/rss/jnljsh.html,Studiesin Social Sciences and Humanities,86 (86),2014-2016 (FULL),
2870,http://www.lisr.ro,"University of Bucharest, Faculty of Letters, Department of Information and Documentation Sciences",/s/buh/journl.html,Studiide Biblioteconomie şi Ştiinţa Informării   Library and Information Science Research,103 (103),2006-2017,1453-5386
2871,http://edirc.repec.org/data/cfiarro.html,"Centre of Financial and Monetary Research ""Victor Slavescu""",/s/vls/finstu.html,StudiiFinanciare (Financial Studies),229 (229),2007-2018,
2872,http://edirc.repec.org/data/feasero.html,"The Bucharest University of Economic Studies, Department of Economic Informatics and Cybernetics",/s/aes/sccece.html,Studiisi Cercetari de Calcul Economic si Cibernetica Economica Description: This is the official journal of the Journal Studii si Cercetari de Calcul Economic si Cibernetica Economica,17 (17),2015-2015 (FULL),0585-7511
2873,https://www.degruyter.com,De Gruyter,/s/bpj/soeuro.html,Südosteuropa.Journal of Politics and Society,171 (171),2016-2019,
2874,http://edirc.repec.org/data/sibaspk.html,Sukkur IBA University,/s/ris/ibajmb.html,SukkurIBA Journal of Management and Business,40 (40),2014-2017 (FULL),
2875,http://www.journals.uchicago.edu/SCER/,University of Chicago Press,/s/ucp/scerev.html,SupremeCourt Economic Review,55 (55),2014-2017,
2876,http://www.worldscinet.com/srl/srl.shtml,World Scientific Publishing Co. Pte. Ltd.,/s/wsi/srlxxx.html,SurfaceReview and Letters (SRL),3128 (3128),1994-2019,1793-6667
2877,https://www.mdpi.com/,"MDPI, Open Access Journal",/s/gam/jsusta.html,Sustainability,14849 (14849),2009-2019 (FULL),2071-1050
2878,http://www.ccsenet.org/sar,Canadian Center of Science and Education,/s/ags/ccsesa.html,SustainableAgriculture Research,300 (300),2012-2017,
2879,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1719,"John Wiley & Sons, Ltd.",/s/wly/sustdv.html,SustainableDevelopment,834 (647),1993-2019 (FULL),0968-0802
2880,http://edirc.repec.org/data/sgvssea.html,Swiss Society of Economics and Statistics (SSES),/s/ses/arsjes.html,SwissJournal of Economics and Statistics (SJES),2214 (2201),1940-2017,0303-9692
2881,http://www.unimib.it/symphonya,University of Milano-Bicocca,/s/sym/journl.html,Symphonya.Emerging Issues in Management,187 (187),2001-2014,
2882,http://onlinelibrary.wiley.com/journal/10.1111/0883-7066,System Dynamics Society,/s/bla/sysdyn.html,SystemDynamics Review,102 (102),1993-2019,0883-7066
2883,http://www.springer.com,Springer,/s/spr/syspar.html,SystemicPractice and Action Research,141 (141),2016-2019,1573-9295
2884,http://onlinelibrary.wiley.com/journal/10.1111/1092-7026,Wiley Blackwell,/s/bla/srbeha.html,SystemsResearch and Behavioral Science,318 (318),2014-2019,1092-7026
2885,http://www.sciencedirect.com/science/journal/00401625,Elsevier,/s/eee/tefoso.html,TechnologicalForecasting and Social Change,1798 (1798),2012-2019,0040-1625
2886,http://www.sciencedirect.com/science/journal/01664972,Elsevier,/s/eee/techno.html,Technovation,116 (116),2016-2019,0166-4972
2887,http://www.eumed.net/rev/tecsistecatl/index.htm,Grupo Eumed.net (Universidad de Málaga),/s/erv/tecsis.html,Tecsistecatl,142 (142),2007-2016,1886-8452
2888,http://www.eumed.net/rev/tectzapic/index.htm,Grupo Eumed.net (Universidad de Málaga),/s/erv/tectza.html,TECTZAPIC,48 (48),2015-2017,2444-4944
2889,http://www.elsevier.com/wps/find/journaldescription.cws_home/30471/description#description,Elsevier,/s/eee/telpol.html,TelecommunicationsPolicy,2197 (2197),1976-2019,0308-5961
2890,http://edirc.repec.org/data/cicemar.html,Universidad del CEMA,/s/cem/temana.html,Temasde Management,104 (103),2003-2012,1668-5792
2891,http://edirc.repec.org/data/frbkcus.html,Federal Reserve Bank of Kansas City,/s/fip/fedkte.html,TEN,124 (123),2005-2010,
2892,http://edirc.repec.org/data/efmtsus.html,"Middle Tennessee State University, Business and Economic Research Center",/s/mts/thouse.html,TennesseeHousing Market,47 (47),2008-2019 (FULL),
2893,http://edirc.repec.org/data/efmtsus.html,"Middle Tennessee State University, Business and Economic Research Center",/s/mts/tenbus.html,Tennessee'sBusiness,107 (107),2007-2013,
2894,http://www.springer.com,SpringerSociedad de Estadística e Investigación Operativa,/s/spr/testjl.html,TEST:An Official Journal of the Spanish Society of Statistics and Operations Research,892 (892),1992-2019 (FULL),1133-0686
2895,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное автономное образовательное учреждение высшего профессионального образования «Южный федеральный университет»,/s/scn/031478.html,TerraEconomicus,4585 (4585),2003-2016,
2896,http://edirc.repec.org/data/agerrea.html,Asociatia Generala a Economistilor din Romania - AGER,/s/agr/journl.html,Theoreticaland Applied Economics,2234 (2234),2006-2019 (FULL),
2897,http://edirc.repec.org/data/ccasero.html,"Research Centre in Public Administration and Public Services, Bucharest, Romania",/s/rom/terumm.html,Theoreticaland Empirical Researches in Urban Management,309 (309),2006-2017 (FULL),
2898,http://econtheory.org,Econometric Society,/s/the/publsh.html,TheoreticalEconomics,364 (364),2006-2019 (FULL),1555-7561
2899,http://www.springer.com,Springer,/s/kap/theord.html,Theoryand Decision,997 (997),1997-2019,0040-5833
2900,http://edirc.repec.org/data/vgtmihu.html,"Faculty of Economics, University of Miskolc",/s/mic/tmpjrn.html,TheoryMethodology Practice (TMP),230 (230),2002-2018 (FULL),1589-3413
2901,,Universidad de Bogotá Jorge Tadeo Lozano,/s/col/000485.html,Tiempoy Economía,59 (59),2014-2019,
2902,http://www.blackwellpublishing.com/journal.asp?ref=0040-747X,Royal Dutch Geographical Society KNAG,/s/bla/tvecsg.html,Tijdschriftvoor Economische en Sociale Geografie,1150 (1150),1970-2019,
2903,http://edirc.repec.org/data/feuvtro.html,"West University of Timisoara, Romania, Faculty of Economics and Business Administration",/s/wun/journl.html,TimisoaraJournal of Economics,128 (128),2008-2012,1842-7340
2904,http://edirc.repec.org/data/feuvtro.html,"West University of Timisoara, Romania, Faculty of Economics and Business Administration",/s/wun/timjeb.html,TimisoaraJournal of Economics and Business,37 (37),2013-2016,
2905,http://www.eumed.net/rev/tlatemoani/,Grupo Eumed.net (Universidad de Málaga),/s/erv/tlatem.html,Tlatemoani,193 (193),2010-2014,1989-9300
2906,http://www.springer.com,SpringerSociedad de Estadística e Investigación Operativa,/s/spr/topjnl.html,TOP:An Official Journal of the Spanish Society of Statistics and Operations Research,697 (697),1986-2019 (FULL),1134-5764
2907,http://www.fthm.uniri.hr/,"University of Rijeka, Faculty of Tourism and Hospitality Management",/s/tho/journl.html,Tourismand Hospitality Management,173 (173),2011-2019,
2908,https://www.journals.elsevier.com/tourism-management,Elsevier,/s/eee/touman.html,TourismManagement,1390 (1390),2010-2018,0261-5177
2909,http://centruldetraining.ro/Journal/,"Editura Lumen, Department of Economics",/s/lum/rev7rl.html,Centrul detraining- Training Center Journal,10 (10),2009-2012,
2910,http://www.springer.com,SpringerCentral Eastern European University Network (CEEUN),/s/spr/trstrv.html,TransitionStudies Review,435 (435),2004-2013,1614-4007
2911,,Ottawa United Learning Academy,/s/oul/tncr09.html,TransnationalCorporations Review,224 (224),2009-2015 (FULL),
2912,https://www.tplondon.com/,"Transnational Press London, UK",/s/mig/tmjrnl.html,TransnationalMarketing Journal,51 (51),2013-2018 (FULL),2041-4684
2913,http://www.elsevier.com/wps/find/journaldescription.cws_home/30473/description#description,Elsevier,/s/eee/trapol.html,TransportPolicy,1702 (1702),1993-2019 (FULL),0967-070X
2914,http://www.tandfonline.com/TTRV20,Taylor & Francis Journals,/s/taf/transr.html,TransportReviews,788 (788),1999-2019,0144-1647
2915,http://www.springer.com,Springer,/s/kap/transp.html,Transportation,935 (935),1999-2019,0049-4488
2916,http://www.tandfonline.com/GTPT20,Taylor & Francis Journals,/s/taf/transp.html,TransportationPlanning and Technology,691 (691),1999-2019,0308-1060
2917,http://www.elsevier.com/wps/find/journaldescription.cws_home/547/description#description,Elsevier,/s/eee/transa.html,TransportationResearch Part A: Policy and Practice,2503 (2503),1992-2019,0965-8564
2918,http://www.elsevier.com/wps/find/journaldescription.cws_home/548/description#description,Elsevier,/s/eee/transb.html,TransportationResearch Part B: Methodological,2631 (2631),1979-2019,0191-2615
2919,http://www.elsevier.com/wps/find/journaldescription.cws_home/600244/description#description,Elsevier,/s/eee/transe.html,TransportationResearch Part E: Logistics and Transportation Review,1632 (1632),1997-2019,1366-5545
2920,http://edirc.repec.org/data/inforea.html,INFORMS,/s/inm/ortrsc.html,TransportationScience,1671 (1671),1967-2017 (FULL),0041-1655
2921,http://www.cairn.info/revue-travail-et-emploi.htm,La Documentation Française,/s/cai/teeldc.html,Travailet Emploi,178 (178),2014-2018,
2922,http://www.fondodeculturaeconomica.com/,Fondo de Cultura Económica,/s/elt/journl.html,ElTrimestreEconómico,890 (443),1987-2019,0041-3011
2923,http://edirc.repec.org/data/fefzghr.html,"Faculty of Economics and Business, University of Zagreb",/s/zag/market.html,TržišteMarket,228 (228),2007-2019,0353-4790
2924,http://www.eumed.net/rev/turydes/index.htm,Grupo Eumed.net (Universidad de Málaga),/s/erv/turdes.html,Turismoy Desarrollo Local,1047 (1044),2007-2019,1988-5261
2925,http://www.kspjournals.org,KSP Journals,/s/ksp/journ2.html,TurkishEconomic Review,155 (155),2014-2018 (FULL),
2926,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/touris.html,TuryzmTourism,145 (145),2009-2019,
2927,http://edirc.repec.org/data/ciunlni.html,"National Autonomous University of Nicaragua, Leon (Unan-Leon), Researching Center for Applied Economic (RCAE)",/s/ags/naunrc.html,Universitas(León): Revista Científica de la UNAN León,80 (80),2007-2015 (FULL),
2928,http://edirc.repec.org/data/frbnyus.html,Federal Reserve Bank of New York,/s/fip/fednup.html,UpstateNew York At-a-Glance,2 (2),2006-2007,
2929,http://edirc.repec.org/data/frbnyus.html,Federal Reserve Bank of New York,/s/fip/fednun.html,UpstateNew York Regional Review,3 (3),2006-2007,
2930,http://www.cogitatiopress.com/,Cogitatio Press,/s/cog/urbpla.html,UrbanPlanning,148 (148),2016-2019,
2931,http://www.tandfonline.com/rurp20,Taylor & Francis Journals,/s/taf/rurpxx.html,UrbanResearch & Practice,161 (161),2014-2019,1753-5069
2932,http://www.gla.ac.uk/departments/urbanstudiesjournal,Urban Studies Journal Limited,/s/sae/urbstu.html,UrbanStudies,4913 (4913),1964-2019,
2933,http://edirc.repec.org/data/feusvro.html,"Stefan cel Mare University of Suceava, Romania, Faculty of Economics and Public Administration",/s/scm/usvaep.html,TheUSV Annalsof Economics and Public Administration,403 (403),2012-2018,
2934,https://journals.cambridge.org/jid_UTI,Cambridge University Press,/s/cup/utilit.html,Utilitas,1095 (1095),1989-2019,
2935,http://www.elsevier.com/locate/inca/30478,Elsevier,/s/eee/juipol.html,UtilitiesPolicy,1087 (1087),1990-2019 (FULL),0957-1787
2936,http://edirc.repec.org/data/feutmmk.html,"University of Tourism and Management, Skopje, Macedonia",/s/ris/utmsje.html,UTMSJournal of Economics,266 (265),2010-2019 (FULL),
2937,http://edirc.repec.org/data/anevaea.html,National Association of Romanian Valuers,/s/vaj/journl.html,TheValuationJournal,85 (0),2009-2017,1842-3787
2938,http://www.tandfonline.com/TVEC20,Taylor & Francis Journals,/s/taf/veecee.html,VentureCapital,382 (382),1999-2019 (FULL),1369-1066
2939,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный университет»,/s/scn/003571.html,Vestnikof the St. Petersburg University. Series 5. Economics Вестник Санкт-Петербургского университета. Серия 5. Экономика,927 (927),2003-2016,
2940,http://www.oeaw.ac.at/vid/,Vienna Institute of Demography (VID) of the Austrian Academy of Sciences in Vienna,/s/vid/yearbk.html,ViennaYearbook of Population Research,119 (119),2003-2011,
2941,http://edirc.repec.org/data/diwbede.html,"DIW Berlin, German Institute for Economic Research",/s/diw/diwvjh.html,Vierteljahrsheftezur Wirtschaftsforschung   Quarterly Journal of Economic Research,1010 (1010),1995-2018,0340-1707
2942,http://edirc.repec.org/data/irwirpl.html,"Polish Academy of Sciences (IRWiR PAN), Institute of Rural and Agricultural Development",/s/ags/polvaa.html,Villageand Agriculture (Wieś i Rolnictwo),366 (366),2008-2017,
2943,,,/s/sae/vision.html,Vision,797 (797),1997-2018,
2944,http://edirc.repec.org/data/dpnucua.html,National University of Civil Protection of Ukraine,/s/vnu/journl.html,Visnykof National University of Civil Protection of Ukraine. Public Administration series.,86 (86),2015-2016,
2945,http://edirc.repec.org/data/nbugvua.html,National Bank of Ukraine,/s/ukb/journl.html,Visnykof the National Bank of Ukraine,43 (43),2015-2018,
2946,http://www.vopreco.ru/eng/year.html,"N.P. Redaktsiya zhurnala ""Voprosy Economiki""",/s/nos/voprec.html,VOPROSYECONOMIKI,2484 (0),1996-2019,
2947,http://edirc.repec.org/data/iwmiclk.html,International Water Management Institute,/s/iwt/watfig.html,WaterFigures: quarterly newsletter of the International Water Management Institute (IWMI),32 (30),2006-2012,
2948,http://www.tandfonline.com/rwin20,Taylor & Francis Journals,/s/taf/rwinxx.html,WaterInternational,441 (441),2013-2019,0250-8060
2949,http://www.springer.com,SpringerEuropean Water Resources Association (EWRA),/s/spr/waterr.html,"WaterResources Management: An International Journal, Published for the European Water Resources Association (EWRA)",3571 (3571),1997-2019,1573-1650
2950,http://edirc.repec.org/data/diwbede.html,"DIW Berlin, German Institute for Economic Research",/s/diw/diwwrp.html,WeeklyReport,143 (143),2005-2011 (FULL),1860-3343
2951,http://www.springer.com,SpringerInstitut für Weltwirtschaft (Kiel Institute for the World Economy),/s/spr/weltar.html,Review ofWorldEconomics (Weltwirtschaftliches Archiv),1697 (1696),1970-2019,1610-2878
2952,http://edirc.repec.org/data/frbsfus.html,Federal Reserve Bank of San Francisco,/s/fip/fedfwe.html,Westerneconomic developments,94 (94),1996-2004,
2953,http://edirc.repec.org/data/waeaaea.html,Western Agricultural Economics Association,/s/ags/weecfo.html,WesternEconomics Forum,210 (210),2002-2019,
2954,http://edirc.repec.org/data/waeaaea.html,Western Agricultural Economics Association,/s/ags/wjagec.html,WesternJournal of Agricultural Economics,579 (579),1977-1991,
2955,,"Stanford University, Food Research Institute",/s/ags/frisws.html,WheatStudies,185 (185),1924-1945,
2956,http://edirc.repec.org/data/wifooat.html,WIFO,/s/wfo/wblltn.html,WIFOBulletin,108 (108),2014-2019,
2957,http://edirc.repec.org/data/wifooat.html,WIFO,/s/wfo/monber.html,WIFOMonatsberichte (monthly reports),4651 (4651),1927-2019 (FULL),
2958,http://edirc.repec.org/data/iwhhhde.html,Halle Institute for Economic Research (IWH),/s/zbw/iwhwiw.html,Wirtschaftim Wandel,1422 (1422),1997-2019 (FULL),2194-2129
2959,http://edirc.repec.org/data/awakwat.html,"Kammer für Arbeiter und Angestellte für Wien, Abteilung Wirtschaftswissenschaft und Statistik",/s/clr/wugarc.html,Wirtschaftund Gesellschaft - WuG,906 (906),1982-2019,0378-5130
2960,http://www.springer.com,SpringerGerman National Library of Economics,/s/spr/wirtsc.html,Wirtschaftsdienst,1668 (1668),2007-2019,0043-6275
2961,http://edirc.repec.org/data/zbwkide.html,ZBW - Leibniz Information Centre for Economics,/s/zbw/wirtdi.html,Wirtschaftsdienst– Zeitschrift für Wirtschaftspolitik (1949 - 2007),6930 (6923),1949-2007,0043-6275
2962,http://edirc.repec.org/data/diwbede.html,"DIW Berlin, German Institute for Economic Research",/s/diw/diwwob.html,DIWWochenbericht,3325 (2510),1992-2019,0012-1304
2963,http://www.britsoc.co.uk/,British Sociological Association,/s/sae/woemps.html,"Work,Employment & Society",1244 (1244),1987-2019,
2964,http://edirc.repec.org/data/prewbus.html,The World Bank,/s/wbk/prmecp.html,WorldBank - Economic Premise,148 (148),2010-2014 (FULL),
2965,http://edirc.repec.org/data/wrldbus.html,World Bank Group,/s/oup/wbecrv.html,WorldBank Economic Review,723 (339),1986-2019 (FULL),
2966,http://edirc.repec.org/data/wrldbus.html,World Bank Group,/s/oup/wbrobs.html,WorldBank Research Observer,343 (155),1986-2018 (FULL),
2967,http://www.elsevier.com/locate/worlddev,Elsevier,/s/eee/wdevel.html,WorldDevelopment,6624 (6624),1973-2019 (FULL),0305-750X
2968,https://www.journals.elsevier.com/world-development-perspectives,Elsevier,/s/eee/wodepe.html,WorldDevelopment Perspectives,74 (74),2016-2019,2452-2929
2969,http://edirc.repec.org/data/worecea.html,World Economics Association,/s/wea/worler.html,WorldEconomic Review,50 (50),2012-2017,2049-3517
2970,,"World Economics, 1 Ivory Square, Plantation Wharf, London, United Kingdom, SW11 3UE",/s/wej/wldecn.html,WorldEconomics,736 (736),2000-2019 (FULL),
2971,http://www.blackwellpublishing.com/journal.asp?ref=0378-5920,Wiley Blackwell,/s/bla/worlde.html,TheWorldEconomy,2577 (2500),1977-2019,
2972,http://edirc.repec.org/data/ewanatr.html,WERI-World Economic Research Institute,/s/ana/journl.html,WorldJournal of Applied Economics,26 (26),2015-2019 (FULL),
2973,http://edirc.repec.org/data/aekrapl.html,Fundacja Uniwersytetu Ekonomicznego w Krakowie,/s/kra/journl.html,Worldof Real Estate Journal (Swiat Nieruchomosci),179 (179),2013-2017,1231-8841
2974,http://www.elsevier.com/wps/find/journaldescription.cws_home/654/description#description,Elsevier,/s/eee/worpat.html,WorldPatent Information,898 (898),1979-2011 (FULL),0172-2190
2975,http://www.inderscience.com/browse/index.php?journalID=173,Inderscience Enterprises Ltd,/s/ids/wremsd.html,"WorldReview of Entrepreneurship, Management and Sustainable Development",452 (452),2005-2019 (FULL),1746-0573
2976,http://www.asianonlinejournals.com/index.php/WSR,Asian Online Journal Publishing Group,/s/aoj/woscre.html,WorldScientific Research,24 (24),2014-2019 (FULL),
2977,https://journals.cambridge.org/jid_WTR,Cambridge University Press,/s/cup/wotrrv.html,WorldTrade Review,749 (749),2002-2019 (FULL),
2978,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/wrolae.html,"WroclawReview of Law, Administration & Economics",166 (166),2011-2018 (FULL),
2979,http://jsagr.org,Swiss Society for Agricultural Economics and Rural Sociology,/s/cha/ysa001.html,Journal of Socio-Economics in Agriculture (Until 2015:Yearbookof Socioeconomics in Agriculture),78 (78),2008-2017 (FULL),
2980,http://edirc.repec.org/data/fesofbg.html,"St Kliment Ohridski University of Sofia, Faculty of Economics and Business Administration",/s/sko/yrbook.html,"Yearbookof St Kliment Ohridski University of Sofia, Faculty of Economics and Business Administration",139 (117),2011-2019,1311-8420
2981,http://edirc.repec.org/data/icessro.html,"Gheorghe Zane Institute for Economic and Social Research ( from THE ROMANIAN ACADEMY, JASSY BRANCH)",/s/zan/ygzier.html,"THEYEARBOOKOF THE ""GH. ZANE"" INSTITUTE OF ECONOMIC RESEARCHES",114 (114),2009-2017,1453-4061
2982,http://edirc.repec.org/data/fecraro.html,"University of Craiova, Faculty of Economics and Business Administration",/s/aio/rteyej.html,Revista Tinerilor Economisti (TheYoungEconomists Journal),444 (444),2006-2015,1583-9982
2983,http://edirc.repec.org/data/aecaaea.html,Asociación Española de Contabilidad y Administración de Empresas (AECA). Spanish Accounting and Business Administration Association.,/s/ges/articl.html,"Gestión Joven ""Revista de la Agrupación Joven Iberoamericana de Contabilidady Administraciónde Empresas"". Young Management ""Journal of the Young Iberomerican Group of Accounting and Business Adminis",65 (65),2008-2010,
2984,http://edirc.repec.org/data/efrijhr.html,"University of Rijeka, Faculty of Economics",/s/rfe/zbefri.html,Zbornikradova Ekonomskog fakulteta u Rijeci Proceedings of Rijeka Faculty of Economics,180 (180),2009-2019,
2985,http://edirc.repec.org/data/iabbbde.html,"Institut für Arbeitsmarkt- und Berufsforschung (IAB), Nürnberg [Institute for Employment Research, Nuremberg, Germany]",/s/iab/iabzaf.html,Zeitschriftfür ArbeitsmarktForschung - Journal for Labour Market Research,193 (193),2004-2011,1614-3485
2986,https://www.degruyter.com,RWS Verlag,/s/bpj/zfbrbw.html,Zeitschriftfür Bankrecht und Bankwirtschaft (ZBB)   Journal of Banking Law and Banking (JBB),1031 (1031),1989-2019 (FULL),
2987,https://www.degruyter.com,De Gruyter,/s/bpj/zfgewe.html,Zeitschriftfür das gesamte Genossenschaftswesen,1600 (1600),1950-2018,
2988,,Hellenic Association of Regional Scientists,/s/hrs/jrnzrw.html,Zeitschriftfür die Regionale Wissenschaft,50 (50),2010-2017 (FULL),1792-8087
2989,http://www.springer.com,SpringerGesellschaft für Immobilienwirtschaftliche Forschung e. V.,/s/spr/gjorer.html,Zeitschriftfür Immobilienökonomie (German Journal of Real Estate Research),14 (14),2016-2017,2198-8021
2990,http://edirc.repec.org/data/allhsde.html,Allensbach Hochschule,/s/ris/zfioef.html,Zeitschriftfür interdisziplinäre ökonomische Forschung,118 (1),2013-2018,
2991,http://www.nachwuchswissenschaftler.org/,Zeitschrift für Nachwuchswissenschaftler - German Journal for Young Researchers,/s/znw/papers.html,Zeitschriftfür Nachwuchswissenschaftler - German Journal for Young Researchers,8 (8),2009-2011 (FULL),1869-6139
2992,http://www.hampp-verlag.de/,Rainer Hampp Verlag,/s/rai/zfpers.html,Zeitschriftfuer Personalforschung. German Journal of Research in Human Resource Management,135 (135),2007-2015,0179-6437
2993,https://www.degruyter.com,De Gruyter,/s/bpj/touwis.html,Zeitschriftfür Tourismuswissenschaft,244 (244),2009-2019 (FULL),
2994,https://www.degruyter.com,De Gruyter,/s/bpj/zfwige.html,Zeitschriftfür Wirtschaftsgeographie,631 (631),1982-2018,
2995,https://www.degruyter.com,De Gruyter,/s/lus/zwipol.html,Zeitschriftfür Wirtschaftspolitik,1314 (1314),1952-2019,
2996,http://www.duncker-humblot.de,"Duncker & Humblot, Berlin",/s/aeq/aeqsjb.html,Schmollers Jahrbuch : Journal of Applied Social Science StudiesZeitschriftfür Wirtschafts- und Sozialwissenschaften,342 (178),2004-2013,1439-121X
2997,http://www.duncker-humblot.de,"Duncker & Humblot, Berlin",/s/dah/aeqsjb.html,Schmollers Jahrbuch : Journal of Applied Social Science StudiesZeitschriftfür Wirtschafts- und Sozialwissenschaften,50 (50),2014-2016,1439-121X
2998,http://www.hampp-verlag.de/,Rainer Hampp Verlag,/s/rai/ethics.html,"Zeitschriftfür Wirtschafts- und Unternehmensethik - Journal for Business, Economics & Ethics",158 (158),2007-2016,0943-2779
2999,http://edirc.repec.org/data/zemande.html,ZEW - Leibniz Centre for European Economic Research,/s/zbw/zewbiw.html,ZEW BranchenreportInformationswirtschaft,25 (25),2011-2017,
3000,http://edirc.repec.org/data/zemande.html,ZEW - Leibniz Centre for European Economic Research,/s/zbw/zewgru.html,ZEW Gründungsreport,44 (44),2002-2013,
